corridor6
corridor6
6
1,1,Mig29,FIGHTER
2,2,Mig29,FIGHTER
3,3,Mig29,FIGHTER
4,4,Mig29,FIGHTER
5,5,Mig29,FIGHTER
6,6,Mig29,FIGHTER
Timestamp,Track Number,CTN,msg_hrd.source_agency,originating_node_id,time_of_track_information,lat_long_wgs84.lat,lat_long_wgs84.longitude,cartesian_pos.pos_x,cartesian_pos.pos_y,course,speed,acceleration_flag,acceleration,rocd_flag,rate_of_climb_descent,turn_dir_flag,turn_direction,turn_rate_flag,turn_rate,cartesian_trk_pos_accu_flag,cartesian_trk_xpos_accu,cartesian_trk_ypos_accu,cartesian_trk_vel_accu_flag,cartesian_trk_xvel_accu,cartesian_trk_yvel_accu,identification,idn_category,idn_type,idn_mechanism,track_status,fp_correlated_status,fp_ref_no,etd_date.day,etd_date.month,etd_date.year,geo_alt_flag,geo_alt,baro_alt_flag,baro_alt,grp_no_flag,grp_no,call_sign_flag,call_sign,element_call_sign_flag,element_call_sign,pkg_call_sign_flag,pkg_call_sign
1644832621309,5,EU105,9,9,35821000,22.448704422910545,71.75751289973164,-638289.0,1043873.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,06,0,
1644832623315,2,EU100,9,9,35823000,22.495477410566345,71.8061994119153,-632869.0,1049080.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,01,0,
1644832623315,1,EU101,9,9,35823000,22.504515162065076,71.77875537728629,-635924.0,1050086.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,02,0,
1644832623315,4,EU102,9,9,35823000,22.469938663145033,71.79647256260597,-633952.0,1046237.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,03,0,
1644832623315,3,EU103,9,9,35823000,22.47897480118687,71.7690328862844,-637006.0,1047243.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,04,0,
1644832623315,5,EU105,9,9,35823000,22.453433780178806,71.75931393765418,-638088.0,1044399.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,06,0,
1644832623315,6,EU104,9,9,35823000,22.44439925395419,71.78674925950203,-635034.0,1043394.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,05,0,
1644832624319,2,EU100,9,9,35824000,22.49784207583382,71.80710022566721,-632769.0,1049343.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,01,0,
1644832625322,1,EU101,9,9,35825000,22.509244486601354,71.7805571371666,-635724.0,1050612.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,02,0,
1644832625322,4,EU102,9,9,35825000,22.474668007967317,71.7982738749418,-633751.0,1046763.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,03,0,
1644832625322,3,EU103,9,9,35825000,22.48370414071003,71.77083431549582,-636806.0,1047769.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,04,0,
1644832625322,6,EU104,9,9,35825000,22.449128613744712,71.7885502418285,-634834.0,1043920.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,05,0,
1644832625323,5,EU105,9,9,35825000,22.45816313467585,71.76111503666634,-637888.0,1044926.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,06,0,
1644832626325,2,EU100,9,9,35826000,22.502571404287096,71.80890189910546,-632568.0,1049869.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,01,0,
1644832626325,4,EU102,9,9,35826000,22.477032679338514,71.79917455404482,-633651.0,1047026.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,03,0,
1644832626325,1,EU101,9,9,35826000,22.511609147828306,71.78145804008673,-635623.0,1050875.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,02,0,
1644832626326,3,EU103,9,9,35826000,22.48606880943133,71.77173505304835,-636706.0,1048032.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,04,0,
1644832626326,6,EU104,9,9,35826000,22.45149329260095,71.78945075589374,-634734.0,1044183.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,05,0,
1644832626326,5,EU105,9,9,35826000,22.46052781088503,71.76201560908613,-637788.0,1045189.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,06,0,
1644832628234,2,EU100,9,9,35828000,22.507300729964424,71.81070363380329,-632368.0,1050396.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,01,0,
1644832628234,5,EU105,9,9,35828000,22.465257161224415,71.76381679976336,-637587.0,1045716.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,06,0,
1644832628234,1,EU101,9,9,35828000,22.51633846819954,71.78325989189719,-635423.0,1051402.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,02,0,
1644832628234,4,EU102,9,9,35828000,22.481762020000733,71.80097595813132,-633451.0,1047553.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,03,0,
1644832628234,3,EU103,9,9,35828000,22.490798144793107,71.7735365740573,-636505.0,1048559.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,04,0,
1644832628234,6,EU104,9,9,35828000,22.45622264823512,71.79125182983843,-634533.0,1044710.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,05,0,
1644832629237,2,EU100,9,9,35829000,22.509665391761963,71.81160452412965,-632267.0,1050659.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,01,0,
1644832629237,1,EU101,9,9,35829000,22.5187031273437,71.7841608407916,-635322.0,1051665.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,02,0,
1644832629237,4,EU102,9,9,35829000,22.484126689291653,71.80187668311888,-633350.0,1047816.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,03,0,
1644832629238,3,EU103,9,9,35829000,22.49316281143348,71.77443735751781,-636405.0,1048822.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,04,0,
1644832629238,6,EU104,9,9,35829000,22.458587325012918,71.79215238972198,-634433.0,1044973.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,05,0,
1644832629238,5,EU105,9,9,35829000,22.467621835354503,71.76471741802487,-637487.0,1045979.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,06,0,
1644832631244,2,EU100,9,9,35831000,22.514394713274505,71.81340635074751,-632067.0,1051185.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,01,0,
1644832631244,1,EU101,9,9,35831000,22.523432443548828,71.78596278456904,-635122.0,1052192.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,02,0,
1644832631245,4,EU102,9,9,35831000,22.4888560257928,71.80367817899284,-633150.0,1048343.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,03,0,
1644832631245,5,EU105,9,9,35831000,22.4723511815352,71.76651870040394,-637286.0,1046505.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,06,0,
1644832631245,6,EU104,9,9,35831000,22.463316676489683,71.79395355532166,-634232.0,1045500.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,05,0,
1644832631245,3,EU103,9,9,35831000,22.497892142632864,71.77623897036113,-636204.0,1049348.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,04,0,
1644832632247,4,EU102,9,9,35832000,22.49122069300291,71.80457894988334,-633049.0,1048606.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,03,0,
1644832632247,1,EU101,9,9,35832000,22.525797100609676,71.78686377945616,-635022.0,1052455.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,02,0,
1644832632247,2,EU100,9,9,35832000,22.51675937298941,71.8143072870431,-631967.0,1051449.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,01,0,
1644832632247,3,EU103,9,9,35832000,22.50025680719177,71.77713979974803,-636104.0,1049612.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,04,0,
1644832632247,6,EU104,9,9,35832000,22.46568135118853,71.7948541610419,-634132.0,1045763.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,05,0,
1644832632247,5,EU105,9,9,35832000,22.474715853585685,71.76741936452557,-637186.0,1046768.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,06,0,
1644832634254,2,EU100,9,9,35834000,22.52148869033614,71.81610920561786,-631766.0,1051975.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,01,0,
1644832634254,1,EU101,9,9,35834000,22.530526412647703,71.78866581523744,-634821.0,1052981.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,02,0,
1644832634254,4,EU102,9,9,35834000,22.495950025341944,71.80638053758157,-632849.0,1049132.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,03,0,
1644832634254,3,EU103,9,9,35834000,22.50498613422775,71.77894150446254,-635903.0,1050138.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,04,0,
1644832634254,6,EU104,9,9,35834000,22.470410698506885,71.79665541833337,-633932.0,1046289.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,05,0,
1644832634254,5,EU105,9,9,35834000,22.479445195606658,71.76922073864327,-636986.0,1047295.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,06,0,
1644832636260,2,EU100,9,9,35836000,22.52621800490511,71.81791118551769,-631565.0,1052502.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,01,0,
1644832636260,1,EU101,9,9,35836000,22.535255721907085,71.79046791237509,-634620.0,1053508.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,02,0,
1644832636260,4,EU102,9,9,35836000,22.500679354905664,71.80818218651646,-632648.0,1049659.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,03,0,
1644832636260,3,EU103,9,9,35836000,22.509715458487538,71.78074327044497,-635703.0,1050665.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,04,0,
1644832636260,6,EU104,9,9,35836000,22.475140043052395,71.79845673677313,-633731.0,1046816.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,05,0,
1644832636260,5,EU105,9,9,35836000,22.484174534853917,71.77102217394051,-636785.0,1047821.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,06,0,
1644832637263,2,EU100,9,9,35837000,22.528582661147794,71.81881219846962,-631465.0,1052765.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,01,0,
1644832637263,1,EU101,9,9,35837000,22.537620375494644,71.79136898395768,-634520.0,1053771.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,02,0,
1644832637263,4,EU102,9,9,35837000,22.50304401864664,71.80908303395276,-632548.0,1049922.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,03,0,
1644832637263,3,EU103,9,9,35837000,22.512080119576225,71.78164417641679,-635603.0,1050928.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,04,0,
1644832637263,6,EU104,9,9,35837000,22.477504714285182,71.79935741892874,-633631.0,1047079.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,05,0,
1644832637263,5,EU105,9,9,35837000,22.486539203437253,71.77192291453657,-636685.0,1048085.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,06,0,
1644832639269,2,EU100,9,9,35839000,22.53331197154926,71.82061427038776,-631264.0,1053291.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,01,0,
1644832639269,4,EU102,9,9,35839000,22.50777334404655,71.81088477477331,-632348.0,1050448.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,03,0,
1644832639269,3,EU103,9,9,35839000,22.516809439670897,71.78344603433182,-635402.0,1051454.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,04,0,
1644832639269,1,EU101,9,9,35839000,22.5423496805852,71.79317117316062,-634319.0,1054297.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,02,0,
1644832639269,6,EU104,9,9,35839000,22.482234054670567,71.80115882912162,-633430.0,1047605.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,05,0,
1644832639269,5,EU105,9,9,35839000,22.49126853852308,71.7737244416338,-636484.0,1048611.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,06,0,
1644832641275,2,EU100,9,9,35841000,22.538041279171818,71.82241640367194,-631064.0,1053818.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,01,0,
1644832641275,1,EU101,9,9,35841000,22.54707898289596,71.79497342376091,-634119.0,1054824.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,02,0,
1644832641275,4,EU102,9,9,35841000,22.512502666670002,71.81268657687143,-632147.0,1050975.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,03,0,
1644832641275,3,EU103,9,9,35841000,22.52153875698823,71.78524795355571,-635201.0,1051981.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,04,0,
1644832641275,6,EU104,9,9,35841000,22.486963392281954,71.80296030050368,-633230.0,1048132.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,05,0,
1644832641275,5,EU105,9,9,35841000,22.495997870834046,71.77552602995148,-636284.0,1049138.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,06,0,
1644832643282,2,EU100,9,9,35843000,22.542770584014995,71.82421859833852,-630863.0,1054344.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,01,0,
1644832643282,1,EU101,9,9,35843000,22.551808282426503,71.79677573577496,-633918.0,1055350.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,02,0,
1644832643282,4,EU102,9,9,35843000,22.51723198651654,71.8144884402635,-631946.0,1051501.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,03,0,
1644832643282,3,EU103,9,9,35843000,22.526268071527802,71.78704993410484,-635001.0,1052507.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,04,0,
1644832643282,6,EU104,9,9,35843000,22.491692727118902,71.80476183309129,-633029.0,1048658.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,05,0,
1644832643282,5,EU105,9,9,35843000,22.500727200369685,71.77732767950596,-636083.0,1049664.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,06,0,
1644832644285,2,EU100,9,9,35844000,22.545135235394177,71.82511971869533,-630763.0,1054607.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,01,0,
1644832644285,1,EU101,9,9,35844000,22.55417293114905,71.79767691481726,-633818.0,1055614.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,02,0,
1644832644285,4,EU102,9,9,35844000,22.519596645398327,71.81538939494989,-631846.0,1051765.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,03,0,
1644832644285,3,EU103,9,9,35844000,22.528632727755767,71.78795094738149,-634901.0,1052770.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,04,0,
1644832644285,6,EU104,9,9,35844000,22.494057393496817,71.8056626223423,-632929.0,1048922.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,05,0,
1644832644285,5,EU105,9,9,35844000,22.50309186409662,71.77822852725212,-635983.0,1049927.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,06,0,
1644832645289,2,EU100,9,9,35845000,22.54749988607836,71.82602085440391,-630663.0,1054871.0,19.492926,277.77777,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,1,138,7,3,0,,0,0,0,1,10000.0,0,0.0,0,,0,,1,01,0,
